Medication,Class,RMP,Peak,APD50,APD90,Triangulation,APA,Block_IKr,Block_INa,Block_INaL,Block_ICaL,Block_IKs,Block_IK1,Block_Ito,IC50_IKr,IC50_INa,IC50_ICaL,Bnet
Diazepam_x_Ceftriaxone_synth524,1,-90.74939212214403,32.13069034710501,190.81175884375628,232.40319007076837,41.07384161690227,122.88008246924903,1.82965263392283,0.7146515860379828,0.042682587079731486,0.0,0.0,0.0,0.1232455464348218,45733.43719034002,69211.52667308714,61812.40922513603,0.1553932072013673
Quetiapine_x_Sildenafil_synth373,2,-90.74810889102395,32.360663843168965,193.42482587345532,233.25809203583268,41.01879162898104,123.10877273419291,0.16962780857883436,0.0,0.0,0.3914876722498144,0.0,0.007337845079222686,0.1019646243275167,436576.7430821612,962940.0514067883,502124.60309915926,0.20214477938753328
Loratadine_x_Erythromycin_synth3008,4,-90.74719046207882,32.429354826634565,198.43952249658315,239.57685447943533,41.82057700561201,123.17654528871338,1.8861568541445997,0.010681128419606056,0.0,0.0,0.0,0.023735515621091254,0.0,33948.22906640157,37767812780.841385,85785174420.84424,6.224449912677494
Everolimus_x_Sunitinib_synth3334,3,-90.7478343457548,32.42425980697131,193.83318746437507,235.8211090773859,41.13332080618441,123.1720941527261,1.139060345809914,0.0027805195792742834,0.0,0.0,0.0,0.01909597043234158,0.03993258818207669,2580799.4010366695,32445842.68827094,4396289390.939349,2.1653684161689783
Rufinamide_x_Ribavirin_synth3894,1,-90.75358719318244,32.31422885786664,181.8135376397534,223.32931887906932,41.678198734663226,123.06781605104908,0.04234955567762372,0.33255714880946174,0.02908052716588986,6.189317831291715,0.08382625088089667,0.0,0.0,4343206171.293987,33989576.264740445,12125.115179319002,-3.830294634145249
Nelfinavir_x_Cisapride _synth810,3,-90.74714122844185,32.47076374058162,197.23016978333467,242.26993034033705,41.9470301951607,123.21790496902346,8.384316911990723,0.05592949551495362,0.02679858041575416,0.06854156809234452,0.1041254294148355,0.10884961410994944,2.9686775510432186,85637.38410404755,4468551.698908746,4918180844.125368,3.2383222476200775
Erythromycin_x_Chlorpheniramine_synth3362,4,-90.74685136445336,32.433147766446254,201.32988743941584,244.45250178714662,42.32543965936974,123.17999913089962,9.7081898042819,0.0,0.003072145511451988,0.07015771692547891,0.111275964701667,0.0,0.0,100322.65850151767,93480582771.81519,97250091439.10449,5.977906682532348
Domperidone_x_Famotidine _synth2143,4,-90.7475395683686,32.41884253103351,196.2975002555482,236.2252851919502,41.42043032691325,123.16638209940211,3.7005667149141366,0.07033414718675354,0.0,0.007175851381008559,0.9539781900733189,0.002722286041061796,0.0,4249989.276058518,5215480.301998781,103411482825.32515,2.237543703317196
Doxorubicin_x_Chlorpheniramine_synth3743,4,-90.74796807298362,32.42691007868822,193.17646197420044,233.794469384251,40.969338690493245,123.17487815167185,0.0,0.0003568384156159603,0.0,0.0,1.8042670979035669,0.017529967477952182,0.0,1247536.6666221665,98876660040.8899,111133869930.45198,4.924416793902285
Lamivudine_x_Lapatinib_synth4239,1,-90.74882618465654,32.4201948039323,191.3130471381534,231.84000704294368,40.69026106503429,123.16902098858884,0.0,0.10533590865836756,0.0,0.23862071374430593,0.22647625276854885,0.0,0.0,109578978.94779266,1476705.3697750606,241337.96200547914,-2.263767501829903
Famotidine _x_Vandetanib_synth4533,4,-90.74650283406744,32.435575757599835,211.61065262282563,255.21722837443116,43.51328030779728,123.18207859166728,0.32681958639748787,0.0,0.0,0.027340204608073054,0.11957301824729372,0.04161065980023609,0.19780955837993505,23122.899396104323,94732065561.45108,98759297267.44232,6.621495209293232
Sotalol_x_Propranolol_synth790,2,-90.74768204670839,32.25370562315365,194.2647986212076,235.59320485070998,41.316172910184314,123.00138766986204,0.8069102543080754,0.6395063744250261,0.19267682170069497,3.0101818013321235,0.3473278283546861,0.059413052609735846,0.14207460670800348,41694.812868826055,138729.43923829726,37783.49329092558,0.23965334056366983
Maraviroc _x_Eltrombopag_synth351,4,-90.74658820216935,32.42055682316386,208.08470602677912,251.36802215772605,43.21159588934767,123.16714502533321,17.98994766468613,0.05233673835531238,0.006159775109431282,0.011427665838632388,0.8511402311702129,0.0,0.0,7853.82619081778,1909914.7410107236,104081013753.87102,4.754111461271447
Dronedarone_x_Raltegravir_synth2157,1,-90.74859476884474,32.204652139564246,191.60248697995658,232.4758796239453,40.818162951322186,122.95324690840899,0.19540843307152908,1.7238281369101938,0.0,1.0554672973027408,16.417764729628853,0.0,0.05196196927688415,400709.4690203615,371662.7177824619,81350.63914465842,-0.3625746213396148
Azithromycin_x_Famotidine _synth1368,4,-90.74636114720441,32.52867226015366,204.56082659443854,248.63999843623864,42.74382090998,123.27503340735808,9.039672911996375,0.0010445123791875956,0.006899567827290336,0.0,0.26650413478659374,0.05391301802515086,10.4419783497214,21997.525834708442,101689145140.13339,102301086220.79462,6.66620358429291
Propranolol_x_Duloxetine_synth2256,2,-90.74795015310804,32.31431247266339,192.6194492749038,233.8227984588959,40.886567478069445,123.06226262577142,0.3300930413978665,0.09568281529162637,0.0,0.0,0.1917990717115246,0.0,0.0,663335.7177123051,448074.46178459784,2066052.1894839394,0.1615123570291872
Cisapride _x_Silodosin_synth3916,3,-90.7470537807177,32.48457084198372,199.74612424885973,242.34651717809132,42.07729657304071,123.23162462270142,1.200897298541887,0.08203577105987322,0.021674952520050306,0.06439016951692346,0.06708044867709588,0.24502702459880563,2.054985190672544,14073.74337985736,5193570.073360353,5606343.726892232,2.5836632304606124
Diazepam_x_Linezolid_synth4687,1,-90.75405790222258,32.120834484344705,181.88824216281748,224.23077998866626,42.455795337756115,122.8748923865673,4.379847299646268,1.2661398303718352,0.0,20.095908012253126,0.0,0.0,0.05504173802778785,20359.87708252209,373268.2286689312,2690.3931296757933,0.1921432338133524
Diltiazem _x_Amitriptyline _synth4574,1,-90.74874823795115,32.31777228577156,189.26140538204697,230.2853797725725,41.01922935518322,123.06652052372272,0.594391419168432,0.8042945064873468,2.7908360499554066,2.0269500964217877,8.95222493498973,0.0,5.563250605803901,205793.99855180373,136102.11649115474,16358.555876729944,-0.6396277852180907
Propranolol_x_Fluvoxamine_synth2517,2,-90.74837856181537,32.263236282415725,197.46735964474476,239.94211467082744,42.103772174191676,123.0116148442311,6.836719285790789,0.3272255096730041,0.0,1.068643759319967,0.07048492344239622,0.0,0.0364409136312716,149606.3557713595,110766.4380763788,42954.675797487034,-0.33624072626949686
Sitagliptin_x_Disopyramide_synth3533,3,-90.74719805874982,32.23503881458954,200.80885727020717,239.08632823080123,41.67594990061731,122.98223687333936,6.757920582045025,0.7544005609286772,0.0,0.5667723667393462,0.3782663385300881,0.013608612205714788,0.08001093668279094,50318.22494505213,243167.3765722031,73293895.90289971,1.9237612459287945
Risperidone_x_Ondansetron_synth91,3,-90.74691082264941,32.400135611979685,204.45103210076772,248.4833195645824,42.88712628144451,123.14704643462909,5.701538967689801,0.12486037931087274,0.6519841088334879,1.6141672260360347,0.053723940631942774,0.007529697840090744,0.08613951294473998,32680.782388483818,348909.72156607587,495781.2605935678,1.1047091436794267
Disopyramide_x_Clozapine_synth1425,3,-90.74579914817289,32.330317300899935,225.38051212469966,272.42315888745424,45.83411487945439,123.07611644907283,24.43332234734118,0.25397103427260914,0.0,0.9356887046590375,0.24333543846651684,0.0,0.0,8346.618890363334,83902.07561454929,178997.05875733434,1.1667987158755375
Dronedarone_x_Alvimopan_synth4516,1,-90.74876889581923,32.404036929244185,193.22560018940965,233.12658919606523,40.78934637190765,123.15280582506341,0.0,0.1305119484562942,0.0,1.16829709062757,0.19548464817583464,0.0,0.0,1411360.7198615947,3024258.069013186,916859.5054082558,0.07182279370127809
S-oxybutynin _x_Everolimus_synth1217,3,-90.74805630889907,32.43495404616035,193.15967635390643,234.34933257333827,40.80002131911362,123.18301035505942,0.050710509625597866,0.0,0.27380256247569873,0.0,0.029592555655871364,0.0,0.06344593234093862,139267381.4238099,4429895016.318559,342532414.0484146,0.9466981448354623
Tamoxifen_x_Famotidine _synth3863,4,-90.74786356422922,32.425146812095996,193.1739057927496,233.7457938619386,40.91203457927385,123.17301037632521,0.20886522888010095,0.0065282888861543905,0.0,0.03150597484271247,0.14289679459526133,0.0,0.0,101322.45557171048,94406313576.42584,103441693663.16003,5.989142624586856
Doxorubicin_x_Chlorpheniramine_synth4343,4,-90.74783124361969,32.430546023960865,193.25657164824628,234.65836580997197,40.96896637247214,123.17837726758054,0.09276038295074027,0.006264042241865949,0.006167738736874378,0.048775879799328715,21.49242761589099,0.011661828294664044,0.0,842789.5715431808,92540875142.12703,97838946565.7506,5.052703531987162
Sunitinib_x_Cisapride _synth4866,3,-90.74666689458753,32.48653652063064,202.4639575450466,245.25749565062068,42.427244129051104,123.23320341521817,11.916695239807112,0.03981142426696451,0.09780807806956646,0.016666240593226814,0.0,0.1100693291019834,1.282586359250643,33091.570174791974,3731383.105606192,2540315.4591640774,1.9686613713449348
Voriconazole_x_Diazepam_synth4113,1,-90.74826795017057,32.42037672751103,191.8854360802743,233.2474086297368,40.79345349681816,123.1686446776816,0.17582805921220088,0.0,0.0,1.8593657835382003,0.19917356387090446,0.0,0.0,1291033.9147713757,559681.3954639095,96429.13887408584,-0.744863071549521
Darifenacin_x_Cilostazol_synth4554,3,-90.74792524242875,32.41130628867235,194.66721969204602,234.9559020279075,41.128289725243235,123.1592315311011,1.1301805492034798,0.10791215887897204,0.022699261417712415,0.1404966069669617,0.020170226729167684,0.014737772023559057,0.05495728781852217,58649.112757613475,1159085.2429432904,1155749.3610863576,1.2952280728003687
Saquinavir_x_Azimilide_synth1528,2,-90.74773804073756,32.035429757802135,204.56225213609304,246.89984344533553,42.876052980224955,122.7831677985397,10.141318743970004,2.6873344642501253,0.5342452994075352,3.621082336387751,3.6955039773362572,0.0,0.23603209047981108,7068.204760951418,606120.8579141262,36930.09774483172,1.3256607209709577
Desipramine,1,-90.74992087809451,31.125564026757974,193.5,234.60000000000002,41.10000000000002,121.87548490485248,3.406765042264616,6.6339066339066335,0.0,5.943863511282332,0.0,0.0,0.0,28353.359788359787,14074.074074074075,15824.074074074077,-0.27873545903002994
Tadalafil_x_Fluvoxamine_synth1409,2,-90.74835644635588,32.364047066404204,196.21226189314885,238.18301627334415,41.849116958138175,123.1124035127601,4.748917858710555,0.0,0.045814082084241474,4.338659639012224,0.0,0.0,0.011882628119989712,300195.4024846296,3052993.583293262,13073.903762282043,-0.17683844906198853
Cibenzoline_x_Telbivudine_synth3413,1,-90.74863807843701,32.116197885937474,192.3038838015221,233.874412308373,41.110492763482036,122.86483596437449,1.2388115263728292,2.1587979186191086,1.535898615417721,1.96318496825045,4.223941513103805,0.0,0.28091904244314025,277880.41477576754,32165.343628099152,43913.37043020077,-0.8688654551120853
Linezolid_x_Lidocaine_synth4015,1,-90.75542714161126,32.10855416689436,176.80668139038409,219.7268049435805,42.59281129569578,122.86398130850563,4.23297681907552,0.25022716038895204,10.671639442058478,17.400219028762915,0.15203567365410106,0.0,0.09271757127980272,2517902390.4461193,39191689061.10377,2252025802.6341295,0.5718447813585374
Voriconazole_x_Nifedipine_synth4040,1,-90.76267240257236,32.20568081753403,157.36674523020116,204.46320274376248,47.50187813527188,122.9683532201064,0.5529883783947386,0.0,0.182746581200643,34.418385181192235,0.4681295846298326,0.0,0.17875334272572072,106841.22769821313,1954037.9017000142,5414.379606497639,-0.016498027528068615
Risperidone_x_Cilostazol_synth2396,3,-90.74775286307718,32.41823213898375,194.04351640955736,234.80308289556717,41.19030826799741,123.16598500206092,2.135641720230314,0.0,0.10710922906812351,0.1407676316271069,0.023245555313827146,0.003665184882690775,0.16482803996629425,56191.89151416133,2315858.259236244,1020590.6604528083,1.4371081310019111
Azimilide_x_Saquinavir_synth3333,2,-90.74767069124967,31.87760000465791,204.30504143251818,246.60152214173115,42.92692650574142,122.62527069590757,11.741534345167432,3.6940003381745754,1.3381666781499415,3.6863625875135484,3.1769718394094855,0.004844506055010311,0.12404727748806024,6958.464067912782,75927.80808093956,74275.85553423846,1.0331108737773596
Vandetanib_x_Tedisamil_synth5,4,-90.74667572722139,32.38512572105754,207.61454530599747,250.84146459563428,43.139777304620736,123.13180144827894,7.544877192019337,0.08105656938754134,0.004800195144607956,0.0,0.0,0.0,0.0,4202.6621805210525,491654199.04005075,96987043623.96552,6.215662255142065
Mexiletine_x_Procainamide_synth3059,2,-90.74824874272423,29.008968970205032,218.30197708475433,263.2307247748163,44.72305864095408,119.75721771292926,21.20925177886612,22.705830552711884,1.5637624948120203,4.314169703444232,0.0,0.0,0.0,3609.159255798336,13705.887258239081,11732.444300485507,0.5457417821589345
Ceftriaxone_x_Telbivudine_synth2414,1,-90.74956958769735,32.11626617314209,191.97559505662937,232.31119845637198,41.152853706854,122.86583576083945,1.235480872513057,1.2579341933064432,0.2268209598972847,3.9118729684001754,3.3133069647602755,0.0,0.12115608688549376,129481.78179481224,68318.51168200889,17140.2835904045,-0.5779304671624792
Amiodarone_x_Alvimopan_synth1195,1,-90.75294422382788,32.001539206027836,180.25773853761865,222.0767487667757,41.50751842211458,122.75448342985572,0.0259597109092172,1.7927091709422305,0.0,14.773088957361376,4.87436458318226,0.0,12.290563890582913,34282855.73763916,21399907.968178317,159862.01560875328,-1.2679983961421097
Eltrombopag_x_Doxorubicin_synth4774,4,-90.74688188362882,32.42777192969955,203.32124512609764,246.9864962007826,42.62180248488467,123.17465381332838,2.449297696498246,0.03968562689901684,0.0,0.0,23.534618104089738,0.0,0.0,22687.66373505482,1129119796.4248757,100342198628.7926,5.671322040612352
Amiodarone_x_Lamivudine_synth4963,1,-90.7538766870171,31.940678619066503,179.53269292081941,220.92322127087817,41.4706394595258,122.6945553060836,0.14487849276185427,2.2672259922216718,3.8866116359881038,19.673758495716147,3.713580088737804,0.0,4.750489954268407,834928.2863648381,248546.44587537277,3049.9593812231014,-1.4817983682774312
Disopyramide_x_Ondansetron_synth4120,3,-90.74621951744953,32.254397743897705,210.28703475052163,253.75300264659336,43.72436664915224,123.00061726134723,13.770657584770651,1.291204944091617,0.6264380931484784,0.44456908607793,1.8193342779494708,0.0016898168645194285,0.0,8008.160828271071,115365.42073017407,198886.80575722185,1.2768080270047657
Risperidone_x_Darifenacin_synth3869,3,-90.74787771655795,32.420237975563104,193.70846032836997,232.9686229124548,40.99662358239385,123.16811569212106,1.242178523794663,0.023810340355404986,0.0,0.09455844513610501,0.0,0.0,0.11097440338941689,83382.14067251368,11277214.019551268,10521558.95297275,2.1160679171512733
Sildenafil_x_Propranolol_synth1990,2,-90.7480549648073,32.42453535616966,191.92225420300588,233.7305673078095,40.91999147625813,123.17259032097695,0.0,0.16534911377447267,0.14332512443033338,0.0,0.12782938061915655,0.04074023237559941,0.07787787820241131,343396.0879705199,491809.16372773366,1549496.8717252046,0.4051983168735571
Eltrombopag_x_Chloroquine_synth790,4,-90.7455830272551,32.39382807343305,220.28194054200327,267.11788640953154,45.72313405908065,123.13941110068814,20.58761881031197,0.3102178257213743,0.1313247718608349,0.006654273649340306,0.0,4.607884645381797,0.48394761556260163,4017.1699093007155,1019704.8344646194,98782809128.22955,4.897657724325764
Desvenlafaxine_x_Cilostazol_synth4009,3,-90.74787620562584,32.29635841597892,194.44932317964026,233.97169319936683,41.09085256956892,123.04423462160477,1.6395471336114973,0.8594678877053397,0.0,0.21612495888303487,0.0,0.011684532816200417,0.0,227483.74004235823,364815.782421972,954321.839367077,0.4139338805924324
Aspirin_x_Chlorpheniramine_synth3466,4,-90.74805347734352,32.425527031766414,192.57899595296283,232.52513629978847,40.85427354618834,123.17358050910994,0.43885165984522945,0.0016694596546651984,0.0012267027642907167,0.023713349712842613,0.22292662678089978,0.03816536322449486,0.10270934485612006,3614891.9959992333,111999066936.26974,99892042491.63506,4.4662773227241495
Donepezil_x_Tadalafil_synth257,2,-90.74806392449094,32.4399100975217,192.97159563316893,232.77071278984604,40.93146365024209,123.18797402201264,0.0,0.2894866822472586,0.25639934086072963,0.11536423268130197,0.07915914900892539,0.0,0.0,917222.3139455153,3956096.076665007,3896122.673539133,0.6314751148367979
Tamoxifen_x_Haloperidol_synth748,4,-90.74713733270436,32.43368512507209,198.6648760016539,240.79852221154664,41.90002385230462,123.18082245777644,5.560950316691877,0.007672251224009599,0.0007373597840813847,0.04820608185978904,0.0,0.08116751372296307,0.0,17290.712151563,40606191342.98676,5797186.619879216,4.44809188805819
Sertindole_x_Chloroquine_synth600,4,-90.74578019197348,32.41366275704337,212.9266324631497,257.65916784683407,44.4252967278712,123.15944294901685,13.616207819317028,0.17133342196672516,0.16299358747818596,0.0,0.0,2.236478437460714,0.0,4853.578498083806,3986321.33339345,7054983664.081811,4.538472100183501
Sertindole_x_Lopinavir_synth2238,4,-90.74714553555418,32.419554069500826,204.39855715828284,247.54037388897305,43.05524056124496,123.16669960505502,12.805590728159865,0.0,0.0,4.0685386259557585,0.0,0.0,0.22843113954915936,9127.175479522006,5810054716.377511,1057973.2724520052,3.9339910589530276
Tedisamil_x_Erythromycin_synth4027,4,-90.74699916675718,32.37649306642571,199.97055808011788,242.8546022465923,42.162226066209435,123.12349223318289,6.993768972710569,0.3900468795687001,0.0,0.0,0.0,0.028113925863762913,0.0,11859.679203783813,2387705147.6158013,92508462530.1387,6.098008137607112
Saquinavir_x_Fluvoxamine_synth4877,2,-90.74884015657442,32.25056060331893,200.18247946226825,243.34716990547338,43.000449184778674,122.99940075989335,10.085827766789825,0.5239247775718376,0.3356085856108135,6.936490311657693,0.9000160206797073,0.011170457674007955,0.08856582127202162,8422.964933609279,490490.4526196338,14723.428984412112,1.0038547694655304
Erythromycin_x_Tedisamil_synth945,4,-90.7464759882775,32.4160584516021,202.9999319429375,245.96171700265808,42.6517466661472,123.1625344398796,9.87029904357158,0.2560803925984888,0.0,0.0009629318604646341,0.0,0.0,0.010886863993143314,21017.98744758628,5031559086.822794,102189939381.37361,6.0329642309749625
Erythromycin_x_Azithromycin_synth733,4,-90.74596818661392,32.51413175701186,208.75479944360285,251.64631851290898,43.31541970743431,123.26009994362579,14.157478192510863,0.0,0.014469923199819658,0.0,0.04577922644160724,0.0,2.785105909146187,6661.9253801468885,101244939767.20839,100718990707.7369,7.180642581854053
Sparfloxacin_x_Ajmaline_synth938,3,-90.74678177478252,32.24678046314743,213.17671465833456,257.0697203892478,43.89422862970412,122.99356223792995,17.920300511022045,1.2524055614533807,0.0,2.1382936633030014,0.011678429131221362,0.01055707581813553,0.059479486618116834,2828.8064961202217,1021861.1061642042,48904.09449829291,1.8977653050597145
Clozapine_x_Desvenlafaxine_synth1877,3,-90.7465611771728,32.28213459997374,215.76457524133284,260.0762333869124,44.35319025510578,123.02869577714654,9.558533273594154,0.7437616247081268,0.016132488670606505,1.6203148447788975,0.033043534716177735,0.006435732875225627,0.054823730316060845,150911.44715734318,364051.48050264514,107035.77856924194,0.11662370322322335
Cibenzoline_x_Lidocaine_synth830,1,-90.74957314229509,32.12144326508175,189.36973626819488,231.16218018420707,41.50606032025272,122.87101640737684,2.9882251368951107,1.0152681913729995,10.724625654530202,1.7381061700910367,0.35200048292270636,0.0,0.049101486834136426,1322867.5825903742,73589865537.38547,192323366.9918308,3.4539086574481646
Ajmaline_x_Darifenacin_synth4772,3,-90.74643076183578,32.137725172989164,217.5242548052067,262.9126088372836,44.70633285750774,122.88415593482495,24.453887944680638,1.8140587113294517,0.0,1.819774017006088,0.045583338149785574,0.002786125569694743,2.7264115714628017,21146.89979938322,71843.20803663712,3485172.8869934226,1.374058314302609
Diltiazem _x_Voriconazole_synth4037,1,-90.74863349093904,32.319958323870246,190.26494519093976,232.76660775916113,41.07899558530328,123.06859181480928,0.69650483842995,0.6570541098828879,0.2611241828380952,1.839391557707218,0.22318879468175032,0.0,2.8365601925812842,299371.0265334359,159116.48781995248,50690.76999160601,-0.5228877304138351
Mexiletine_x_Pimozide_synth1123,2,-90.74794895650177,29.296243743985084,209.75132343803327,253.24812077563226,43.18177138634333,120.04419270048686,2.5231477932495854,9.083542368031766,23.842969090327227,4.338122545854796,0.20799528777023618,0.00427941440937216,0.11547718782596368,3809.215636106974,255510.43871369553,177242.4694827025,1.7471526616370194
Propranolol_x_Pimozide_synth2538,2,-90.74801503997048,32.415331347060054,193.13663643992618,233.36192186790507,40.91398518390182,123.16334638703054,0.0,0.46159779794849254,0.0,0.0,0.1692815841141454,0.0,0.07030880284196064,269396.39965599426,652919.2811716554,1964613.9719249345,0.6236765737725718
Voriconazole_x_Pentobarbital_synth3561,1,-90.74798786468527,32.38049523999711,192.3673291479018,232.82414591896259,40.87690517981273,123.12848310468237,0.8587824189584153,0.0,0.14091072533798468,0.6821335827418336,0.25253643728977565,0.0,0.06008354120693008,116446.94796318871,446849.13112193043,74109.1445223348,0.19388824861295628
Voriconazole_x_Alvimopan_synth3034,1,-90.74796042727867,32.38498262746887,191.60849189446984,233.71213750144125,40.8735775619555,123.13294305474754,0.867755897312464,0.0,0.0,1.3878516057170562,0.008274928837477392,0.0,0.42491219691767684,137690.2958774326,1416090.8367128456,77372.67365699391,0.38093602530566617
Raltegravir_x_Diltiazem _synth1056,1,-90.74933564917644,32.115418430612316,190.8663246199047,231.55602332927046,40.97337278339177,122.86475407978875,0.27022979884144815,1.0140379607856889,1.3433283517512329,5.200055755196906,4.400285342693357,0.0,1.0243195080619651,407454.71525836026,50270.67734897994,31200.200226870194,-1.012343288992958
S-oxybutynin _x_Sunitinib_synth170,3,-90.74779415264106,32.42345795614258,193.73361420191296,235.96863384941403,41.14213096183581,123.17125210878365,2.65596144925106,0.0018347852193068598,0.13005763992345945,0.0,0.0,0.012154649870875217,0.0,42781622.62940251,455135269.81489295,22507150.046981063,0.3739732463691734
Sotalol_x_Quetiapine_synth2663,2,-90.74764240550917,32.46865384517104,194.69874665227633,237.17587752584757,41.4348824871168,123.21629625068022,3.6438228847783947,0.28703134113592504,0.011921030660880558,0.8734872988932633,1.0785177110413027,0.17255991415955804,0.24336554461019827,18244.92469970796,304471.50819178735,153196.70612656922,1.0732559677899138
Procainamide_x_Nilotinib_synth4845,2,-90.7485585440719,31.957319715620272,205.08776071269443,248.40431816674248,43.46324602171196,122.70587825969217,13.531258513066161,0.3497279463065721,0.8109573205242064,0.07227588502071769,0.0,0.0,0.2812221560312365,4429.745106902158,1345275.7587069615,725118.8205226224,2.348231509852728
Lopinavir_x_Vandetanib_synth3544,4,-90.74752145357952,32.413301121485986,205.60259786186106,249.35380686315207,43.195981436190145,123.16082257506551,17.498847312976658,0.004415833971969117,0.0,3.340475457941786,0.1333625177236697,0.0,0.0,9048.67318996872,103238938939.47476,9663515.773325056,5.04290444297871
Chloroquine_x_Haloperidol_synth543,4,-90.74572813684847,32.406101497541954,215.24551600348698,261.33920289478925,44.85776497660111,123.15182963439042,14.19656526964326,0.27440596475734086,0.24716646953267127,0.026975207982595936,0.12909312454862323,1.6217782530523115,0.0,7029.281970660259,829675.1012019725,89736382498.12735,4.589027342673024
Alvimopan_x_Desipramine_synth175,1,-90.74927922041469,31.62323409106507,192.9371240153245,233.72217165155382,41.08232593025807,122.37251331147976,1.8566667449555543,6.512208311432832,0.19997073699817702,2.84361072609282,0.24897421151748428,0.0,0.2461763901102851,9002029.332843743,20454.227119708765,422009.9284196541,-1.9862875525034438
Silodosin_x_S-oxybutynin _synth582,3,-90.74807408101803,32.43018046604928,193.03605272635807,233.67352003739904,40.72813804406425,123.17825454706731,0.41004927723609363,0.011996840899793925,0.16073982126806685,0.05912190030678864,0.0,0.0010529597262510498,0.060697988930281256,4152925.376957381,11686258.737807332,178661919.72334749,1.041499619408794
Paroxetine_x_Risperidone_synth3465,3,-90.74783838450846,32.428196636373336,194.00789638776791,235.45293440792216,40.91630765827638,123.17603502088178,1.5759156490662793,0.002520052315351566,0.006937468884553373,0.037596644879009274,0.0,0.01663596780634552,0.26076725135110296,111877.25350681777,13401068.081722844,2936950.159762903,1.7487761988025339
Azimilide_x_Moxifloxacin_synth4608,2,-90.74656389348134,31.729584036875263,207.6141158485486,250.05055642996757,43.04963257307577,122.4761479303566,12.597495837591852,3.7734274284754274,0.39876189644953797,1.2935893614426226,4.166646582400207,0.0,0.18309939638259548,7708.998115113709,90132.71185996156,80987.12253226824,1.0446512639370582
Azithromycin_x_Vandetanib_synth1704,4,-90.74560611182471,32.51762340300977,217.40149013853178,261.7438233815028,44.54110305881347,123.26322951483448,18.62683806945761,0.0,0.011229215214663883,0.0,0.6617770791716794,0.04387395706260107,12.40958112472067,4154.549760104455,101206811663.93906,99986229826.77641,7.384051003106732
Sertindole_x_Lopinavir_synth4832,4,-90.74726516822241,32.41680972083518,203.86806410479525,247.6805602387188,42.91500837724943,123.16407488905759,8.97505255381481,0.002178390654119302,0.002580306138108531,0.3679827897938277,0.0,0.06857597866193359,0.10398254597577997,9635.238026442586,16383897.192663552,1282687.1428919537,2.6774065300404724
Ribavirin_x_Linezolid_synth4028,1,-90.75746176452424,31.98324935301342,175.97177739194788,219.12476015443423,43.39783283056202,122.74071111753766,4.588535201953216,2.0220309566027344,0.0,27.744092510172845,0.2783447805805004,0.0,0.0,27992.626129140146,48287.86899862495,5159.882776603617,-0.24880470611522454
Tedisamil_x_Vandetanib_synth3028,4,-90.74666316453145,32.3834869439758,206.698073207277,250.40203493609295,42.870294268008514,123.13015010850725,10.224628247661213,0.16487478464854236,0.00046923854091382184,0.0,1.0467019227109533,0.0,0.02784116628669771,5983.425100156643,2609373.941901476,98687556136.3623,4.928449498774783
Amitriptyline _x_Telbivudine_synth2064,1,-90.74772721579009,32.35329793934828,190.60356850033492,231.87908043975463,40.92361235480631,123.10102515513837,0.32904083668519374,0.8038152417310997,4.783738455083092,0.19239569577196614,7.494985018475856,0.0,10.905859464342797,238914.01375827557,130727.68340428761,160282.095161396,-0.2176153365147595
Dofetilide_x_Chlorpheniramine_synth4257,4,-90.74754177364527,32.47576116391606,193.45656699560723,234.93822243194887,41.08475528707901,123.22330293756133,0.9446640868840164,0.0,0.0016891257691960247,0.008370700681731779,0.0,0.009913656146415139,0.8471559248567112,1185143.440826578,9842176932.231005,6771576069.246634,3.8381195475318943
Loratadine_x_Aspirin_synth4499,4,-90.74804461230944,32.429357191459,193.12155721506073,233.1285337622286,40.82499697981231,123.17740180376845,0.0,0.0,0.0,0.0,0.0,0.009810111182875695,0.0,6527487.667463096,7099502549.830218,1994705623.3088777,2.760807305778614
Paroxetine_x_Everolimus_synth188,3,-90.74800101676425,32.42976532245694,192.3328679731606,233.51954870336314,40.97123810744322,123.1777663392212,0.4478535250850706,0.04855319596643633,0.246286763512913,0.07117831031644278,0.0,0.0,0.0,81057355.99767986,22009587.526988674,11612100.98346215,-0.7050310795946526
Droperidol_x_Lopinavir_synth1875,4,-90.74730961368878,32.42011771503986,215.40685197609588,260.357286462211,44.76443263241634,123.16742732872865,20.269503239735883,0.0,0.0009411408859819883,4.192801849881664,0.7262739560098423,0.0,0.07347421732037475,2161.27255010659,113278452.03663392,30812.417556204247,2.9367270025366494
Cilostazol_x_Everolimus_synth1008,3,-90.74799719537526,32.41718566578663,191.46502866098172,233.8934648082802,40.88214156577016,123.1651828611619,0.22920829696656186,0.0725135926721407,0.0,0.17771552622519915,0.007949686231095479,0.0,0.04676192012109613,902101.2572504245,8804477.858883701,52936194.97583276,1.3789728753527153
Telbivudine_x_Metronidazole _synth3381,1,-90.75596375954295,32.188021398011074,177.9999047283666,222.13921250917136,44.568616099879556,122.94398515755402,7.585393032750972,0.8195711678692476,0.15677041039848447,46.73756709053548,5.083234670353595,0.0,0.06267376290604497,84966.50967105651,124120.34041253885,3686.8613534532124,-0.5989978962746723
